,ebpf-samples,cilium,bpf-filter-master,ebpf-ratelimiter-main,bcc,ingress-node-firewall-master,katran,xdp-mptm-main,ebpf-samples_count,cilium_count,bpf-filter-master_count,ebpf-ratelimiter-main_count,bcc_count,ingress-node-firewall-master_count,katran_count,xdp-mptm-main_count
hc_encap_gue,[],[],[],[],[],[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],0,0,0,0,0,0,23,0
tail_ipv4_to_endpoint,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
custom_hook,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
jhash,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],0,23,0,0,0,0,23,0
func,"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],[],23,0,0,0,0,0,0,0
mptm_redirect,[],[],[],[],[],[],[],['xdp'],0,0,0,0,0,0,0,1
tail_ipv6_to_endpoint,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
xdp_store_bytes,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
_send_drop_notify,[],"['perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,21,0,0,0,0,0,0
__be16_to_cpup,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
__cpu_to_be16p,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
__cpu_to_be32p,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
hc_encap_ipip,[],[],[],[],[],[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],0,0,0,0,0,0,23,0
encap_v6,[],[],[],[],[],[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],0,0,0,0,0,0,23,0
sock4_post_bind,[],"['lwt_seg6local', 'sched_act', 'lwt_out', 'sched_cls', 'lwt_in', 'lwt_xmit']",[],[],[],[],[],[],0,6,0,0,0,0,0,0
sock4_getpeername,[],"['sched_cls', 'sched_act']",[],[],[],[],[],[],0,2,0,0,0,0,0,0
xdp_val,[],[],[],[],[],[],['xdp'],[],0,0,0,0,0,0,1,0
submit_event,[],[],[],[],[],[],"['sk_skb', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'lwt_out', 'perf_event', 'sched_cls', 'raw_tracepoint_writable', 'cgroup_skb', 'sock_ops', 'kprobe', 'raw_tracepoint', 'lwt_in', 'lwt_xmit']",[],0,0,0,0,0,0,16,0
tail_icmp6_send_echo_reply,[],['xdp'],[],[],[],[],[],[],0,1,0,0,0,0,0,0
tail_handle_ipv4_cont,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
TRACEPOINT_PROBE,[],[],[],[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],0,0,0,0,23,0,0,0
__cpu_to_le16p,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
assign_socket,[],"['sched_cls', 'xdp', 'sched_act']",[],[],[],[],[],[],0,3,0,0,0,0,0,0
ipv6_load_nexthdr,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
mptm_encap,[],[],[],[],[],[],[],['xdp'],0,0,0,0,0,0,0,1
tail_ipv6_host_policy_ingress,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
tail_handle_arp,[],['xdp'],[],[],[],[],[],[],0,1,0,0,0,0,0,0
__be64_to_cpup,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
__swahw32s,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
rol32,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],0,23,0,0,0,0,23,0
test_repro,"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],[],23,0,0,0,0,0,0,0
__cpu_to_le32p,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
l3_csum_replace,[],"['sched_cls', 'sched_act', 'lwt_xmit']",[],[],[],[],[],[],0,3,0,0,0,0,0,0
tail_lb_ipv6,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
ipv4_extract_tuple,[],"['sched_cls', 'xdp', 'sched_act']",[],[],[],[],[],[],0,3,0,0,0,0,0,0
tail_rev_nodeport_lb4,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
csum_diff,[],"['lwt_seg6local', 'xdp', 'sched_act', 'lwt_out', 'sched_cls', 'lwt_in', 'lwt_xmit']",[],[],[],[],[],[],0,7,0,0,0,0,0,0
sock4_connect,[],"['sched_cls', 'sched_act']",[],[],[],[],[],[],0,2,0,0,0,0,0,0
handle_to_container,[],"['sched_cls', 'xdp', 'sched_act']",[],[],[],[],[],[],0,3,0,0,0,0,0,0
sock6_recvmsg,[],"['sched_cls', 'sched_act']",[],[],[],[],[],[],0,2,0,0,0,0,0,0
bpf_redir_proxy,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
test_packet_access,"['perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],[],21,0,0,0,0,0,0,0
encap_v4,[],[],[],[],[],[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],0,0,0,0,0,0,23,0
jhash_1word,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],0,23,0,0,0,0,23,0
memmove,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
__send_drop_notify,[],"['cgroup_sysctl', 'perf_event', 'sock_ops', 'flow_dissector', 'sk_msg', 'sk_skb', 'cgroup_device', 'lwt_seg6local', 'socket_filter', 'tracepoint', 'xdp', 'sched_act', 'cgroup_skb', 'raw_tracepoint', 'cgroup_sock', 'cgroup_sock_addr', 'sched_cls', 'lwt_in', 'lwt_xmit', 'sk_reuseport', 'lwt_out', 'raw_tracepoint_writable', 'kprobe']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
